"PERÚ: POBLACIÓN TOTAL PROYECTADA AL 30 DE JUNIO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, 2018 - 2022",,,,,,
UBIGEO,"DEPARTAMENTO, PROVINCIA Y DISTRITO",2018,2019,2020,2021,2022
100606,MARIANO DAMASO BERAÚN, 10 868, 11 042, 11 187, 11 304, 11 390
100607,PUCAYACU   , 3 910, 3 920, 3 917, 3 922, 3 924
100608,CASTILLO GRANDE   , 13 672, 13 904, 14 099, 14 260, 14 382
100609,PUEBLO NUEVO  , 4 447, 4 433, 4 406, 4 369, 4 320
100610,SANTO DOMINGO DE ANDA   , 2 725, 2 700, 2 667, 2 628, 2 581
100700,MARAÑÓN, 28 715, 28 978, 29 160, 29 249, 29 277
100701,HUACRACHUCO, 15 178, 15 142, 15 048, 15 077, 15 077
100702,CHOLÓN      , 5 793, 5 722, 5 629, 5 573, 5 507
100703,SAN BUENAVENTURA, 2 173, 2 139, 2 097, 2 059, 2 010
100704,LA MORADA   , 3 127, 3 415, 3 713, 3 811, 3 902
100705,SANTA ROSA DE ALTO YANAJANCA   , 2 444, 2 560, 2 673, 2 729, 2 781
100800,PACHITEA, 51 870, 51 043, 50 086, 48 986, 47 812
100801,PANAO, 18 400, 18 291, 18 126, 17 963, 17 778
100802,CHAGLLA, 10 733, 10 518, 10 278, 10 009, 9 714
100803,MOLINO, 11 117, 11 030, 10 912, 10 601, 10 277
100804,UMARI  , 11 620, 11 204, 10 770, 10 413, 10 043
100900,PUERTO INCA, 36 016, 36 550, 36 987, 37 306, 37 553
100901,PUERTO INCA, 10 318, 10 505, 10 665, 10 781, 10 870
100902,CODO DEL POZUZO, 7 862, 8 065, 8 248, 8 400, 8 532
100903,HONORIA, 4 916, 4 856, 4 782, 4 711, 4 637
100904,TOURNAVISTA  , 6 281, 6 420, 6 543, 6 642, 6 723
100905,YUYAPICHIS, 6 639, 6 704, 6 749, 6 772, 6 791
101000,LAURICOCHA, 19 200, 18 153, 17 114, 16 080, 15 077
101001,JESÚS, 4 240, 4 084, 3 921, 3 751, 3 578
101002,BAÑOS, 1 957, 1 776, 1 606, 1 447, 1 301
101003,JIVIA, 1 206, 1 120, 1 035,  950,  869
101004,QUEROPALCA, 1 020,  972,  924,  875,  827
101005,RONDOS, 3 824, 3 589, 3 356, 3 123, 2 896
101006,SAN FRANCISCO DE ASIS, 1 301, 1 227, 1 152, 1 078, 1 007
101007,SAN MIGUEL DE CAURI, 5 652, 5 385, 5 120, 4 856, 4 599
101100,YAROWILCA, 20 399, 19 562, 18 705, 17 827, 16 956
101101,CHAVINILLO, 4 891, 4 736, 4 570, 4 390, 4 207
101102,CAHUAC, 1 144, 1 032,  928,  874,  821
101103,CHACABAMBA, 1 092,  991,  898,  847,  795
101104,APARICIO POMARES, 4 942, 4 857, 4 754, 4 566, 4 379
101105,JACAS CHICO, 1 118, 1 062, 1 006,  948,  892
101106,OBAS, 4 002, 3 846, 3 684, 3 513, 3 342
101107,PAMPAMARCA, 1 138, 1 067,  996,  925,  859
101108,CHORAS, 2 072, 1 971, 1 869, 1 764, 1 661
,,,,,,Continúa…
"PERÚ: POBLACIÓN TOTAL PROYECTADA AL 30 DE JUNIO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, 2018 - 2022",,,,,,
UBIGEO,"DEPARTAMENTO, PROVINCIA Y DISTRITO",2018,2019,2020,2021,2022
,,,,,,
,,,,,,
110000,ICA, 923 175, 950 100, 975 182, 998 144,1 020 050
110100,ICA, 421 151, 433 860, 445 752, 456 677, 467 131
110101,ICA, 160 288, 164 698, 168 765, 173 261, 177 538
110102,LA TINGUIÑA, 43 141, 44 689, 46 164, 47 727, 49 227
110103,LOS AQUIJES, 23 802, 24 761, 25 686, 26 242, 26 796
110104,OCUCAJE, 4 847, 4 998, 5 141, 5 297, 5 448
110105,PACHACUTEC, 7 838, 8 070, 8 284, 8 519, 8 741
110106,PARCONA, 58 266, 59 294, 60 173, 61 178, 62 071
110107,PUEBLO NUEVO, 6 920, 7 220, 7 513, 7 832, 8 150
110108,SALAS, 27 910, 29 202, 30 467, 31 068, 31 666
110109,SAN JOSÉ DE LOS MOLINOS, 7 616, 7 811, 7 989, 8 186, 8 372
110110,SAN JUAN BAUTISTA, 14 928, 15 246, 15 527, 15 845, 16 137
110111,SANTIAGO, 29 524, 30 262, 30 933, 31 591, 32 245
110112,SUBTANJALLA, 29 864, 31 277, 32 666, 33 358, 34 046
110113,TATE, 4 975, 5 085, 5 184, 5 295, 5 398
110114,YAUCA DEL ROSARIO , 1 232, 1 247, 1 260, 1 278, 1 296
110200,CHINCHA, 248 750, 255 687, 262 110, 267 938, 273 463
110201,CHINCHA ALTA, 73 730, 75 486, 77 070, 78 523, 79 899
110202,ALTO LARAN, 8 372, 8 639, 8 891, 9 119, 9 339
110203,CHAVÍN, 2 263, 2 455, 2 658, 2 856, 3 057
110204,CHINCHA BAJA, 14 151, 14 401, 14 613, 14 783, 14 928
110205,EL CARMEN, 13 515, 13 745, 13 940, 14 093, 14 222
110206,GROCIO PRADO, 27 419, 28 264, 29 052, 29 770, 30 450
110207,PUEBLO NUEVO, 69 371, 71 511, 73 510, 75 326, 77 050
110208,SAN JUAN DE YANAC, 1 362, 1 511, 1 673, 1 831, 1 993
110209,SAN PEDRO DE HUACARPANA, 1 055, 1 069, 1 083, 1 098, 1 111
110210,SUNAMPE, 31 295, 32 204, 33 046, 33 809, 34 535
110211,TAMBO DE MORA, 6 217, 6 402, 6 574, 6 730, 6 879
110300,NASCA  , 74 339, 76 481, 78 472, 80 285, 82 012
110301,NASCA  , 29 090, 29 473, 29 772, 30 312, 30 819
110302,CHANGUILLO, 2 130, 2 155, 2 175, 2 214, 2 247
110303,EL INGENIO, 3 460, 3 527, 3 585, 3 669, 3 749
110304,MARCONA, 17 044, 17 563, 18 046, 18 634, 19 194
110305,VISTA ALEGRE, 22 615, 23 763, 24 894, 25 456, 26 003
110400,PALPA, 14 433, 14 652, 14 832, 15 008, 15 175
110401,PALPA, 8 434, 8 589, 8 722, 8 842, 8 952
110402,LLIPATA, 1 697, 1 732, 1 765, 1 798, 1 829
110403,RÍO GRANDE, 2 898, 2 926, 2 946, 2 970, 2 995
110404,SANTA CRUZ, 1 036, 1 039, 1 037, 1 038, 1 041
110405,TIBILLO,  368,  366,  362,  360,  358
110500,PISCO, 164 502, 169 420, 174 016, 178 236, 182 269
110501,PISCO, 74 035, 76 406, 78 636, 80 733, 82 721
110502,HUANCANO, 1 492, 1 474, 1 452, 1 448, 1 443
110503,HUMAY, 5 759, 5 811, 5 846, 5 886, 5 923
110504,INDEPENDENCIA, 14 129, 14 357, 14 544, 14 733, 14 908
110505,PARACAS, 7 942, 8 472, 9 011, 9 546, 10 082
110506,SAN ANDRÉS, 15 450, 15 742, 15 995, 16 242, 16 471
110507,SAN CLEMENTE, 27 019, 27 985, 28 904, 29 776, 30 611
110508,TÚPAC AMARU INCA, 18 676, 19 173, 19 628, 19 872, 20 110
,,,,,,Continúa…
"PERÚ: POBLACIÓN TOTAL PROYECTADA AL 30 DE JUNIO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, 2018 - 2022",,,,,,
UBIGEO,"DEPARTAMENTO, PROVINCIA Y DISTRITO",2018,2019,2020,2021,2022
,,,,,,
,,,,,,
120000,JUNÍN,1 335 139,1 350 021,1 361 467,1 369 003,1 374 221
120100,HUANCAYO, 572 314, 584 464, 595 183, 603 163, 609 721
120101,HUANCAYO, 122 804, 123 748, 124 294, 125 146, 125 709
120104,CARHUACALLANGA,  515,  492,  468,  449,  431
120105,CHACAPAMPA,  983,  964,  941,  920,  899
120106,CHICCHE,  761,  725,  687,  656,  630
120107,CHILCA, 96 609, 98 573, 100 252, 101 522, 102 548
120108,CHONGOS ALTO, 1 551, 1 540, 1 523, 1 503, 1 481
120111,CHUPURO, 2 090, 2 096, 2 095, 2 083, 2 065
120112,COLCA, 1 064, 1 047, 1 032, 1 014,  996
120113,CULLHUAS, 1 395, 1 351, 1 308, 1 269, 1 233
120114,EL TAMBO, 171 500, 173 882, 175 725, 177 221, 178 306
120116,HUACRAPUQUIO, 1 420, 1 420, 1 415, 1 403, 1 390
120117,HUALHUAS, 5 631, 5 825, 6 006, 6 056, 6 092
120119,HUANCAN, 27 005, 28 507, 29 996, 30 981, 31 882
120120,HUASICANCHA,  866,  855,  840,  825,  810
120121,HUAYUCACHI, 10 456, 10 705, 10 925, 11 007, 11 063
120122,INGENIO, 2 489, 2 472, 2 448, 2 417, 2 384
120124,PARIAHUANCA   , 5 481, 5 348, 5 201, 5 056, 4 902
120125,PILCOMAYO, 21 979, 23 024, 24 039, 24 862, 25 618
120126,PUCARA, 4 998, 4 937, 4 859, 4 777, 4 695
120127,QUICHUAY, 1 937, 1 937, 1 931, 1 916, 1 896
120128,QUILCAS, 4 045, 4 060, 4 063, 4 089, 4 105
120129,SAN AGUSTÍN, 17 064, 17 885, 18 684, 19 381, 20 025
120130,SAN JERÓNIMO DE TUNÁN, 12 476, 12 772, 13 031, 13 206, 13 350
120132,SAÑO, 5 920, 6 171, 6 412, 6 526, 6 623
120133,SAPALLANGA, 22 967, 24 193, 25 401, 26 179, 26 887
120134,SICAYA, 18 834, 20 503, 22 244, 23 457, 24 599
120135,SANTO DOMINGO DE ACOBAMBA, 6 669, 6 547, 6 406, 6 252, 6 086
120136,VIQUES, 2 805, 2 885, 2 957, 2 990, 3 016
120200,CONCEPCIÓN, 59 210, 59 256, 59 138, 58 982, 58 774
120201,CONCEPCIÓN, 16 402, 16 631, 16 806, 16 973, 17 124
120202,ACO, 1 692, 1 669, 1 643, 1 615, 1 586
120203,ANDAMARCA, 3 652, 3 514, 3 371, 3 224, 3 075
120204,CHAMBARA, 2 728, 2 706, 2 675, 2 643, 2 609
120205,COCHAS, 2 014, 1 995, 1 971, 1 946, 1 919
120206,COMAS, 5 712, 5 547, 5 369, 5 187, 5 002
120207,HEROÍNAS TOLEDO, 1 014,  983,  949,  916,  880
120208,MANZANARES, 1 537, 1 537, 1 532, 1 526, 1 519
120209,MARISCAL CASTILLA, 1 475, 1 472, 1 465, 1 457, 1 448
120210,MATAHUASI, 6 135, 6 236, 6 318, 6 396, 6 468
120211,MITO, 1 462, 1 462, 1 457, 1 452, 1 445
120212,NUEVE DE JULIO, 2 417, 2 488, 2 555, 2 619, 2 679
120213,ORCOTUNA, 5 038, 5 142, 5 233, 5 319, 5 401
120214,SAN JOSÉ DE QUERO, 5 829, 5 774, 5 702, 5 627, 5 548
120215,SANTA ROSA DE OCOPA, 2 103, 2 100, 2 092, 2 082, 2 071
120300,CHANCHAMAYO, 167 344, 167 598, 167 385, 167 060, 166 583
120301,CHANCHAMAYO, 28 709, 28 984, 29 175, 29 354, 29 494
120302,PERENÉ, 59 569, 59 984, 60 225, 60 416, 60 585
120303,PICHANAQUI, 44 032, 43 511, 42 869, 42 209, 41 498
,,,,,,Continúa…
"PERÚ: POBLACIÓN TOTAL PROYECTADA AL 30 DE JUNIO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, 2018 - 2022",,,,,,
UBIGEO,"DEPARTAMENTO, PROVINCIA Y DISTRITO",2018,2019,2020,2021,2022
,,,,,,
,,,,,,
120304,SAN LUIS DE SHUARO, 4 322, 4 151, 3 976, 3 779, 3 580
120305,SAN RAMÓN, 28 880, 29 194, 29 425, 29 643, 29 821
120306,VITOC, 1 832, 1 774, 1 715, 1 659, 1 605
120400,JAUJA, 88 854, 88 751, 88 405, 88 002, 87 522
120401,JAUJA, 19 415, 19 710, 19 948, 20 164, 20 347
120402,ACOLLA, 6 425, 6 267, 6 093, 5 917, 5 737
120403,APATA, 4 651, 4 625, 4 586, 4 542, 4 491
120404,ATAURA, 1 366, 1 376, 1 382, 1 390, 1 398
120405,CANCHAYLLO, 1 708, 1 703, 1 692, 1 680, 1 665
120406,CURICACA, 1 501, 1 479, 1 454, 1 427, 1 399
120407,EL MANTARO, 2 727, 2 739, 2 743, 2 750, 2 758
120408,HUAMALI, 1 707, 1 685, 1 659, 1 630, 1 601
120409,HUARIPAMPA, 1 085, 1 089, 1 090, 1 096, 1 105
120410,HUERTAS, 2 172, 2 205, 2 231, 2 255, 2 275
120411,JANJAILLO,  587,  572,  557,  542,  529
120412,JULCÁN,  774,  768,  758,  750,  739
120413,LEONOR ORDÓÑEZ, 1 625, 1 623, 1 616, 1 607, 1 597
120414,LLOCLLAPAMPA, 1 206, 1 194, 1 179, 1 163, 1 145
120415,MARCO, 1 531, 1 491, 1 447, 1 403, 1 359
120416,MASMA, 1 842, 1 810, 1 774, 1 736, 1 696
120417,MASMA CHICCHE,  768,  756,  742,  727,  711
120418,MOLINOS, 1 647, 1 633, 1 614, 1 593, 1 571
120419,MONOBAMBA, 1 818, 1 869, 1 917, 1 964, 2 008
120420,MUQUI, 1 059, 1 059, 1 057, 1 053, 1 047
120421,MUQUIYAUYO, 2 388, 2 387, 2 380, 2 370, 2 356
120422,PACA,  928,  903,  876,  848,  820
120423,PACCHA, 1 504, 1 460, 1 413, 1 366, 1 319
120424,PANCAN, 1 287, 1 278, 1 264, 1 250, 1 234
120425,PARCO, 1 203, 1 180, 1 152, 1 123, 1 095
120426,POMACANCHA, 1 484, 1 434, 1 382, 1 331, 1 277
120427,RICRAN, 1 326, 1 282, 1 236, 1 191, 1 145
120428,SAN LORENZO, 2 719, 2 768, 2 808, 2 846, 2 881
120429,SAN PEDRO DE CHUNAN,  717,  697,  675,  654,  632
120430,SAUSA, 3 273, 3 321, 3 361, 3 396, 3 428
120431,SINCOS, 4 264, 4 247, 4 217, 4 183, 4 143
120432,TUNÁN MARCA, 1 056, 1 029,  998,  968,  939
120433,YAULI, 1 134, 1 095, 1 055, 1 015,  976
120434,YAUYOS, 9 957, 10 017, 10 049, 10 072, 10 099
120500,JUNÍN, 23 797, 23 304, 22 757, 22 208, 21 651
120501,JUNÍN, 11 419, 11 346, 11 238, 11 033, 10 817
120502,CARHUAMAYO, 6 827, 6 699, 6 554, 6 357, 6 157
120503,ONDORES, 1 232, 1 153, 1 075, 1 047, 1 021
120504,ULCUMAYO, 4 319, 4 106, 3 890, 3 771, 3 656
120600,SATIPO, 230 946, 235 317, 239 105, 242 015, 244 445
120601,SATIPO, 41 659, 42 214, 42 647, 43 048, 43 401
120602,COVIRIALI, 6 359, 6 476, 6 573, 6 650, 6 711
120603,LLAYLLA, 7 117, 7 340, 7 548, 7 711, 7 849
120604,MAZAMARI , 41 128, 42 212, 43 191, 43 977, 44 652
120605,PAMPA HERMOSA, 4 003, 3 825, 3 654, 3 490, 3 335
120606,PANGOA  , 62 274, 63 895, 65 356, 66 529, 67 539
,,,,,,Continúa…
"PERÚ: POBLACIÓN TOTAL PROYECTADA AL 30 DE JUNIO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, 2018 - 2022",,,,,,
UBIGEO,"DEPARTAMENTO, PROVINCIA Y DISTRITO",2018,2019,2020,2021,2022
,,,,,,
,,,,,,
120607,RÍO NEGRO , 32 977, 33 745, 34 427, 34 984, 35 464
120608,RÍO TAMBO, 30 406, 30 204, 29 909, 29 549, 29 138
120609,VIZCATÁN DEL ENE   , 5 023, 5 406, 5 800, 6 077, 6 356
120700,TARMA, 94 725, 93 407, 91 849, 90 255, 88 605
120701,TARMA, 50 765, 50 739, 50 544, 50 198, 49 795
120702,ACOBAMBA, 9 959, 9 683, 9 387, 9 075, 8 762
120703,HUARICOLCA, 1 966, 1 891, 1 813, 1 730, 1 648
120704,HUASAHUASI, 10 530, 10 157, 9 768, 9 366, 8 969
120705,LA UNIÓN, 3 689, 3 675, 3 650, 3 616, 3 579
120706,PALCA, 5 991, 5 953, 5 897, 5 834, 5 770
120707,PALCAMAYO, 3 513, 3 253, 3 006, 2 900, 2 794
120708,SAN PEDRO DE CAJAS, 3 628, 3 473, 3 314, 3 187, 3 061
120709,TAPO, 4 684, 4 583, 4 470, 4 349, 4 227
120800,YAULI, 41 382, 40 763, 40 041, 39 306, 38 549
120801,LA OROYA, 14 400, 14 067, 13 700, 13 326, 12 949
120802,CHACAPALPA,  701,  683,  665,  648,  629
120803,HUAY-HUAY, 2 087, 2 134, 2 176, 2 212, 2 246
120804,MARCAPOMACOCHA,  845,  816,  784,  757,  730
120805,MOROCOCHA, 5 276, 5 280, 5 270, 5 259, 5 244
120806,PACCHA, 1 681, 1 665, 1 644, 1 623, 1 604
120807,SANTA BÁRBARA DE CARHUACAYAN, 1 111, 1 057, 1 003,  952,  903
120808,SANTA ROSA DE SACCO, 9 006, 8 824, 8 618, 8 415, 8 207
120809,SUITUCANCHA,  738,  725,  710,  696,  681
120810,YAULI, 5 537, 5 512, 5 471, 5 418, 5 356
120900,CHUPACA, 56 567, 57 161, 57 604, 58 012, 58 371
120901,CHUPACA, 21 539, 21 574, 21 538, 21 479, 21 432
120902,AHUAC, 6 741, 6 754, 6 745, 6 709, 6 677
120903,CHONGOS BAJO, 4 733, 4 761, 4 774, 4 805, 4 829
120904,HUACHAC, 3 146, 3 093, 3 030, 2 986, 2 938
120905,HUAMANCACA CHICO, 9 672, 10 259, 10 839, 11 380, 11 881
120906,SAN JUAN DE ISCOS, 2 327, 2 325, 2 314, 2 316, 2 314
120907,SAN JUAN DE JARPA, 2 756, 2 680, 2 598, 2 528, 2 455
120908,TRES DE DICIEMBRE, 2 896, 3 007, 3 114, 3 223, 3 325
120909,YANACANCHA, 2 757, 2 708, 2 652, 2 586, 2 520
,,,,,,
130000,LA LIBERTAD,1 938 501,1 979 901,2 016 771,2 048 492,2 077 345
130100,TRUJILLO,1 060 030,1 090 514,1 118 724,1 141 386,1 162 870
130101,TRUJILLO, 335 811, 340 582, 344 374, 347 730, 350 915
130102,EL PORVENIR, 211 809, 220 624, 229 115, 235 832, 242 202
130103,FLORENCIA DE MORA, 38 506, 38 475, 38 334, 38 107, 37 879
130104,HUANCHACO, 78 375, 82 792, 87 192, 90 609, 93 851
130105,LA ESPERANZA, 210 654, 217 756, 224 427, 229 779, 234 854
130106,LAREDO, 41 158, 42 144, 43 024, 43 750, 44 440
130107,MOCHE, 40 336, 41 610, 42 798, 43 755, 44 663
130108,POROTO, 3 866, 3 900, 3 924, 3 947, 3 969
130109,SALAVERRY, 20 983, 21 866, 22 717, 23 390, 24 028
130110,SIMBAL, 4 437, 4 482, 4 515, 4 546, 4 575
130111,VÍCTOR LARCO HERRERA, 74 095, 76 283, 78 304, 79 941, 81 494
130200,ASCOPE, 121 850, 122 831, 123 480, 124 308, 124 944
130201,ASCOPE, 6 858, 6 865, 6 855, 6 866, 6 868
130202,CHICAMA, 15 849, 15 979, 16 065, 16 135, 16 180
,,,,,,Continúa…
"PERÚ: POBLACIÓN TOTAL PROYECTADA AL 30 DE JUNIO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, 2018 - 2022",,,,,,
UBIGEO,"DEPARTAMENTO, PROVINCIA Y DISTRITO",2018,2019,2020,2021,2022
,,,,,,
,,,,,,
130203,CHOCOPE, 9 828, 9 831, 9 807, 9 815, 9 808
130204,MAGDALENA DE CAO, 2 694, 2 685, 2 669, 2 664, 2 652
130205,PAIJÁN, 27 827, 28 396, 28 894, 29 370, 29 804
130206,RÁZURI, 9 204, 9 322, 9 415, 9 500, 9 572
130207,SANTIAGO DE CAO, 19 871, 19 950, 19 973, 20 061, 20 118
130208,CASA GRANDE, 29 719, 29 803, 29 802, 29 897, 29 942
130300,BOLÍVAR, 16 025, 16 026, 15 982, 15 957, 15 913
130301,BOLÍVAR, 4 969, 5 006, 5 031, 5 062, 5 083
130302,BAMBAMARCA, 3 205, 3 187, 3 159, 3 136, 3 109
130303,CONDORMARCA, 2 148, 2 148, 2 143, 2 140, 2 135
130304,LONGOTEA, 2 336, 2 347, 2 350, 2 353, 2 357
130305,UCHUMARCA, 2 460, 2 432, 2 396, 2 364, 2 330
130306,UCUNCHA,  907,  906,  903,  902,  899
130400,CHEPÉN, 84 346, 85 490, 86 411, 87 365, 88 152
130401,CHEPÉN, 48 238, 48 644, 48 917, 49 231, 49 489
130402,PACANGA, 23 447, 24 114, 24 727, 25 318, 25 806
130403,PUEBLO NUEVO, 12 661, 12 732, 12 767, 12 816, 12 857
130500,JULCÁN, 31 179, 31 125, 30 987, 30 951, 30 888
130501,JULCÁN, 12 758, 12 776, 12 762, 12 788, 12 804
130502,CALAMARCA, 5 251, 5 167, 5 070, 4 990, 4 906
130503,CARABAMBA, 6 923, 6 930, 6 916, 6 926, 6 929
130504,HUASO, 6 247, 6 252, 6 239, 6 247, 6 249
130600,OTUZCO, 85 365, 85 345, 85 091, 85 076, 84 971
130601,OTUZCO, 26 502, 26 702, 26 830, 27 030, 27 201
130602,AGALLPAMPA, 10 276, 10 354, 10 403, 10 482, 10 550
130604,CHARAT, 2 643, 2 612, 2 574, 2 545, 2 512
130605,HUARANCHAL, 4 248, 4 190, 4 122, 4 065, 4 005
130606,LA CUESTA,  667,  666,  662,  661,  658
130608,MACHE, 2 910, 2 894, 2 869, 2 853, 2 835
130610,PARANDAY,  558,  551,  542,  536,  530
130611,SALPO, 6 506, 6 534, 6 543, 6 571, 6 591
130613,SINSICAP, 7 631, 7 597, 7 543, 7 509, 7 467
130614,USQUIL, 23 424, 23 245, 23 003, 22 824, 22 622
130700,PACASMAYO, 109 376, 111 310, 112 970, 114 581, 115 939
130701,SAN PEDRO DE LLOC, 18 747, 19 081, 19 368, 19 647, 19 882
130702,GUADALUPE, 42 788, 43 508, 44 119, 44 710, 45 202
130703,JEQUETEPEQUE, 4 384, 4 498, 4 604, 4 708, 4 803
130704,PACASMAYO, 31 002, 31 619, 32 161, 32 691, 33 150
130705,SAN JOSÉ, 12 455, 12 604, 12 718, 12 825, 12 902
130800,PATAZ, 83 672, 84 496, 85 092, 85 782, 86 331
130801,TAYABAMBA, 13 839, 13 871, 13 862, 13 855, 13 848
130802,BULDIBUYO, 4 160, 4 201, 4 229, 4 264, 4 292
130803,CHILLIA, 12 872, 12 978, 13 046, 13 135, 13 206
130804,HUANCASPATA, 6 170, 6 166, 6 142, 6 130, 6 122
130805,HUAYLILLAS, 1 212, 1 164, 1 116, 1 070, 1 034
130806,HUAYO, 3 817, 3 795, 3 762, 3 736, 3 716
130807,ONGON, 1 407, 1 385, 1 360, 1 337, 1 320
130808,PARCOY, 20 312, 20 753, 21 147, 21 560, 21 889
130809,PATAZ, 10 158, 10 482, 10 782, 11 088, 11 333
130810,PIAS, 1 835, 1 872, 1 902, 1 936, 1 961
,,,,,,Continúa…
"PERÚ: POBLACIÓN TOTAL PROYECTADA AL 30 DE JUNIO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, 2018 - 2022",,,,,,
UBIGEO,"DEPARTAMENTO, PROVINCIA Y DISTRITO",2018,2019,2020,2021,2022
,,,,,,
,,,,,,
130811,SANTIAGO DE CHALLAS, 2 362, 2 330, 2 290, 2 256, 2 228
130812,TAURIJA, 3 025, 3 033, 3 032, 3 031, 3 030
130813,URPAY, 2 503, 2 466, 2 422, 2 384, 2 352
130900,SÁNCHEZ CARRIÓN, 162 427, 165 747, 168 670, 171 430, 173 784
130901,HUAMACHUCO, 74 786, 77 443, 79 944, 82 085, 84 084
130902,CHUGAY, 18 956, 19 177, 19 344, 19 553, 19 702
130903,COCHORCO, 9 815, 9 948, 10 054, 10 179, 10 271
130904,CURGOS, 8 678, 8 748, 8 795, 8 865, 8 909
130905,MARCABAL, 11 845, 11 627, 11 381, 11 164, 10 927
130906,SANAGORAN, 14 533, 14 728, 14 881, 15 064, 15 197
130907,SARÍN, 9 762, 9 847, 9 904, 9 986, 10 040
130908,SARTIMBAMBA, 14 052, 14 229, 14 367, 14 534, 14 654
131000,SANTIAGO DE CHUCO, 56 043, 56 032, 55 868, 55 826, 55 725
131001,SANTIAGO DE CHUCO, 20 223, 20 325, 20 368, 20 456, 20 520
131002,ANGASMARCA, 5 127, 5 067, 4 995, 4 934, 4 870
131003,CACHICADÁN, 5 899, 5 851, 5 789, 5 739, 5 685
131004,MOLLEBAMBA, 1 857, 1 854, 1 846, 1 842, 1 835
131005,MOLLEPATA, 2 480, 2 464, 2 441, 2 424, 2 405
131006,QUIRUVILCA, 13 713, 13 727, 13 703, 13 708, 13 698
131007,SANTA CRUZ DE CHUCA, 3 067, 3 062, 3 049, 3 043, 3 033
131008,SITABAMBA, 3 677, 3 682, 3 677, 3 680, 3 679
131100,GRAN CHIMÚ, 28 507, 28 438, 28 290, 28 240, 28 168
131101,CASCAS, 14 279, 14 331, 14 344, 14 358, 14 381
131102,LUCMA, 4 984, 4 932, 4 866, 4 839, 4 800
131103,MARMOT , 2 537, 2 555, 2 566, 2 573, 2 582
131104,SAYAPULLO, 6 707, 6 620, 6 514, 6 470, 6 405
131200,VIRÚ, 99 681, 102 547, 105 206, 107 590, 109 660
131201,VIRÚ, 56 433, 57 500, 58 418, 59 275, 60 018
131202,CHAO, 35 857, 37 511, 39 125, 40 535, 41 760
131203,GUADALUPITO, 7 391, 7 536, 7 663, 7 780, 7 882
,,,,,,
140000,LAMBAYEQUE,1 270 295,1 292 105,1 310 785,1 325 912,1 338 994
140100,CHICLAYO, 840 740, 852 801, 862 709, 870 437, 876 841
140101,CHICLAYO, 282 680, 285 907, 288 360, 291 138, 293 332
140102,CHONGOYAPE, 19 201, 19 441, 19 629, 19 821, 19 966
140103,ETÉN, 12 643, 12 896, 13 118, 13 345, 13 542
140104,ETÉN PUERTO, 2 396, 2 422, 2 439, 2 459, 2 471
140105,JOSÉ LEONARDO ORTÍZ, 164 130, 164 974, 165 355, 166 266, 167 037
140106,LA VICTORIA, 95 035, 97 223, 99 183, 100 033, 100 801
140107,LAGUNAS, 10 536, 10 696, 10 829, 10 964, 11 074
140108,MONSEFÚ, 34 301, 34 856, 35 323, 35 797, 36 188
140109,NUEVA ARICA, 2 509, 2 526, 2 538, 2 552, 2 561
140110,OYOTÚN, 8 558, 8 470, 8 359, 8 311, 8 268
140111,PICSI, 13 517, 14 127, 14 726, 14 893, 15 048
140112,PIMENTEL, 48 444, 50 505, 52 505, 52 997, 53 446
140113,REQUE, 16 780, 17 304, 17 794, 18 063, 18 318
140114,SANTA ROSA, 13 296, 13 592, 13 856, 14 126, 14 366
140115,SAÑA, 12 368, 12 450, 12 497, 12 581, 12 654
140116,CAYALTI, 15 484, 15 446, 15 365, 15 279, 15 153
140117,PÁTAPO, 24 212, 24 648, 25 022, 25 401, 25 723
140118,POMALCA, 26 243, 26 664, 27 016, 27 375, 27 672
,,,,,,Continúa…
"PERÚ: POBLACIÓN TOTAL PROYECTADA AL 30 DE JUNIO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, 2018 - 2022",,,,,,
UBIGEO,"DEPARTAMENTO, PROVINCIA Y DISTRITO",2018,2019,2020,2021,2022
,,,,,,
,,,,,,
140119,PUCALÁ, 9 023, 9 035, 9 022, 9 046, 9 062
140120,TUMÁN, 29 384, 29 619, 29 773, 29 990, 30 159
140200,FERREÑAFE, 104 839, 106 175, 107 241, 107 944, 108 438
140201,FERREÑAFE, 36 691, 37 249, 37 715, 38 144, 38 489
140202,CAÑARIS, 12 316, 12 300, 12 251, 12 187, 12 096
140203,INCAHUASI, 14 897, 15 025, 15 112, 15 203, 15 266
140204,MANUEL ANTONIO MESONES MURO, 4 142, 4 167, 4 179, 4 198, 4 210
140205,PÍTIPO, 21 560, 21 797, 21 977, 22 136, 22 242
140206,PUEBLO NUEVO, 15 233, 15 637, 16 007, 16 076, 16 135
140300,LAMBAYEQUE, 324 716, 333 129, 340 835, 347 531, 353 715
140301,LAMBAYEQUE, 76 651, 78 343, 79 845, 81 867, 83 717
